

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.383   1.228   0.553  80.929   0.388   0.1021129.260   0.243   0.199   0.413  42.171   1.171   0.614   1.723   2.506   6.256   3.923   1.705   1.501  -8.091
   0.000   0.369   1.214   0.057 454.853   0.718   0.7481865.811   0.081   0.050   0.344 114.674  10.621   0.086   4.608   1.913   6.192   4.294  -0.602   0.648  -6.245
   0.000   0.250   1.036   0.649 188.386   0.689   0.2073783.655   0.017   0.160   0.276 969.380  16.529   0.647   3.222   1.234   7.755   1.737   3.316   1.772  -4.273
   0.000   0.313   0.890   0.120 138.354   0.670   0.329 488.015   0.094   0.076   0.171 277.454  11.349   0.450   2.997   1.262   3.891   0.689   2.853   2.732  -8.382
   0.000   0.359   1.106   0.622 188.889   0.824   0.443 980.872   0.246   0.029   0.065 707.878   5.339   0.123   2.314   2.874   6.756   2.310   1.841   0.577  -3.989
   0.000   0.351   0.800   0.093  72.397   0.676   0.5673371.038   0.234   0.057   0.210 412.999  17.032   0.658   4.263   1.454   5.772   2.972   0.695   1.226   2.680
   0.000   0.333   0.684   0.803  62.621   0.528   0.5324941.519   0.241   0.077   0.290  64.861  13.667   2.173   4.783   0.959   6.041   2.668   2.506   0.992   1.744
   0.000   0.435   1.414   0.903 121.388   0.105   0.065 989.928   0.025   0.071   0.608 552.190   1.934   2.471   3.376   2.008   2.610   5.019   0.014   2.164   3.351
   0.000   0.303   0.804   0.763 120.367   0.808   0.4243262.852   0.197   0.090   0.712 622.391   7.725   2.554   1.287   1.736   5.662   1.130   2.298   2.980 -14.690
   0.000   0.319   1.486   0.415 314.423   0.185   0.0614763.690   0.131   0.208   0.729 332.756   1.228   2.131   3.155   0.030   2.782   0.931   4.848   2.121 -10.430
   0.000   0.362   1.015   0.533 129.602   0.498   0.1612165.296   0.097   0.063   0.501 425.138   2.968   2.993   1.873   2.757   5.157   4.294   4.149   1.713   4.399
   0.000   0.335   1.384   0.773 487.998   0.892   0.9071306.944   0.087   0.135   0.916 371.007   9.576   1.177   1.149   1.084   2.520   1.501   3.660   1.555   4.141
   0.000   0.280   1.309   0.379 351.477   0.253   0.378  56.273   0.010   0.065   0.656 735.117   4.955   2.483   2.622   1.682   7.166   1.824   4.877   0.317  -2.635
   0.000   0.352   1.197   0.300 428.340   0.743   0.2872554.997   0.105   0.128   0.884 825.214  12.712   1.723   4.339   1.641   7.717   5.910   1.484   2.682  -6.841
   0.000   0.381   1.107   0.722 317.031   0.770   0.6992561.500   0.152   0.139   0.932 172.306  19.207   0.654   2.728   2.081   7.659   3.952   0.433   0.840  -1.711
   0.000   0.397   1.465   0.613 387.303   0.908   0.390 970.132   0.159   0.090   0.935 797.659  12.348   2.946   0.863   1.338   7.302   5.557   1.502   2.833 -13.599
   0.000   0.209   1.111   0.531 229.154   0.732   0.8943827.528   0.049   0.121   0.262 493.761   9.834   2.032   1.543   0.283   7.813   0.716   0.739   2.431  -5.685
   0.000   0.287   1.234   0.080 386.911   0.791   0.6802971.221   0.020   0.016   0.063 756.157   5.831   2.209   2.992   2.750   6.662   1.237   0.007   2.386 -13.716
   0.000   0.346   0.978   0.815  30.626   0.359   0.4901555.867   0.125   0.189   0.851 776.248  10.497   1.340   3.428   0.441   7.900   5.342   3.016   2.796  -6.804
   0.000   0.297   0.537   0.716 451.726   0.645   0.1842630.502   0.049   0.056   0.826 712.923   2.968   2.069   2.293   2.150   5.577   1.391   2.956   1.143   3.315
   0.000   0.334   1.239   0.707 482.466   0.813   0.707 239.655   0.190   0.216   0.130 269.089  13.132   1.801   0.153   1.132   3.227   2.116   4.893   1.752   2.898
   0.000   0.355   1.039   0.221 195.840   0.662   0.672 826.291   0.067   0.094   0.944 628.570  18.107   0.178   4.385   2.378   6.082   3.790   1.677   0.562  -7.494
   0.000   0.350   0.870   0.786 199.511   0.846   0.230 777.810   0.136   0.190   0.540 823.444  12.771   0.673   2.027   0.907   4.055   5.311   3.600   1.222   3.699
   0.000   0.352   0.774   0.607 483.883   0.445   0.1692594.530   0.131   0.057   0.890 948.634  18.767   1.101   1.376   1.993   5.457   3.649   4.956   2.144   1.238
   0.000   0.335   0.753   0.256  65.210   0.297   0.536 949.283   0.045   0.060   0.897 503.151  12.918   0.916   2.340   2.803   3.409   2.565   3.595   0.868   0.505
   0.000   0.341   1.243   0.191 269.585   0.267   0.761 993.686   0.134   0.223   0.638 528.266  18.364   0.207   3.114   1.916   4.815   5.535   3.698   1.020  -0.615
   0.000   0.225   0.944   0.159 297.955   0.161   0.6434178.748   0.045   0.074   0.904 295.927   9.206   1.061   2.262   0.443   6.974   2.668   1.542   1.607  -4.932
   0.000   0.320   1.476   0.614 431.334   0.270   0.3552282.920   0.110   0.071   0.168 286.630   3.454   1.165   4.539   1.616   5.713   0.790  -0.143   2.756 -10.494
   0.000   0.267   0.969   0.759 264.209   0.282   0.499 775.084   0.084   0.091   0.074 971.429   8.100   0.293   0.677   2.312   6.302   3.758  -0.699   0.586  -1.887
   0.000   0.378   1.252   0.838 126.245   0.903   0.0992603.941   0.096   0.142   0.348 252.537  10.382   0.588   3.549   1.328   4.617   3.474   3.294   2.735 -13.678
   0.000   0.363   0.927   0.886 226.088   0.602   0.5572915.303   0.102   0.216   0.754  90.569  18.092   2.273   4.919   1.146   4.933   2.936   0.559   2.983  -8.765
   0.000   0.264   1.075   0.133 299.998   0.671   0.6883756.639   0.038   0.073   0.311  84.320   9.521   2.891   0.651   2.545   2.994   1.622  -0.668   1.772  -5.829
   0.000   0.331   1.328   0.476 364.791   0.148   0.0834403.443   0.192   0.060   0.332 977.704  14.013   2.712   4.377   2.196   5.692   5.786  -0.654   1.849  -5.134
   0.000   0.388   0.722   0.802 177.940   0.505   0.186 698.862   0.141   0.072   0.941 339.667   4.609   1.107   1.256   2.978   4.171   3.344   2.554   1.838 -13.751
   0.000   0.428   1.143   0.560 107.808   0.565   0.178 752.353   0.191   0.054   0.947 189.781  12.327   2.989   1.083   0.459   2.263   2.397   0.350   2.493  -9.942
   0.000   0.241   0.893   0.936 219.361   0.082   0.4172037.857   0.095   0.163   0.058 622.305   4.856   2.319   3.887   1.035   5.829   3.931   0.336   1.420  -6.676
   0.000   0.329   0.545   0.435  71.548   0.866   0.462 704.952   0.014   0.042   0.361 937.841   1.016   1.562   4.264   2.627   5.584   2.002   0.813   0.066  -7.640
   0.000   0.296   1.438   0.630 492.987   0.467   0.3364026.798   0.115   0.214   0.417 796.010   6.901   1.445   2.719   2.918   3.537   2.570   0.402   1.222 -12.625
   0.000   0.312   1.065   0.446 371.030   0.385   0.2914466.852   0.067   0.084   0.861  31.036  15.190   1.205   0.018   0.945   2.816   3.593   4.089   0.644   3.390
   0.000   0.365   0.524   0.486  72.619   0.443   0.3514026.134   0.137   0.208   0.544 250.250  13.860   0.225   1.314   2.318   3.768   4.178   0.328   0.137  -0.517
   0.000   0.000   0.875   0.387 321.875   0.162   0.8374381.250   0.032   0.157   0.162 875.013   8.125   1.875   0.634   1.125   5.750   1.100   2.750   1.125  -7.500


 *** OPTIMIZATION SEARCH TERMINATED BECAUSE THE LIMIT ON THE MAXIMUM
     NUMBER OF TRIALS    50 EXCEEDED.  SEARCH WAS STOPPED AT
     SUB-COMPLEX   0 OF COMPLEX   0 IN SHUFFLING LOOP   0 ***


*** PRINT THE FINAL PARAMETER ESTIMATE AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.652   0.797 355.582   0.650   0.9424952.480   0.132   0.208   0.767 324.240  18.494   2.290   2.130   0.339   5.970   0.481   3.130   0.958  -5.434
