

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.295   1.080   0.260 162.559   0.727   0.584 645.667   0.091   0.003   0.789 327.114  11.035   0.446   3.330   0.595   6.273   5.018   4.845   0.111   1.407
   0.000   0.336   0.732   0.566  90.767   0.908   0.5321978.389   0.141   0.121   0.128  72.153   8.192   0.599   3.058   2.455   7.098   1.315   1.417   1.785  -5.451
   0.000   0.324   1.183   0.132  75.582   0.517   0.9302653.560   0.114   0.172   0.531 247.558  18.815   2.025   4.150   1.748   6.001   1.378   4.849   1.049  -8.503
   0.000   0.410   1.373   0.768  71.241   0.876   0.2771724.585   0.152   0.214   0.686 453.468  18.200   1.695   0.039   1.976   2.126   5.653  -0.609   0.035 -10.829
   0.000   0.291   1.124   0.830 497.208   0.597   0.4431042.760   0.118   0.074   0.270 328.867  14.142   0.881   0.088   1.525   2.923   3.016   3.014   2.734  -5.901
   0.000   0.368   0.775   0.128 203.647   0.181   0.2253287.645   0.036   0.196   0.515 115.151   7.537   1.832   2.985   0.978   2.211   2.380   4.783   0.447   0.666
   0.000   0.347   0.846   0.674  93.044   0.731   0.1244147.776   0.047   0.235   0.564 303.217   6.351   2.092   1.514   2.824   5.588   3.393   4.908   1.217  -8.323
   0.000   0.407   0.866   0.311 385.111   0.305   0.269 997.546   0.222   0.230   0.386 152.537  14.498   1.433   1.150   2.946   6.728   1.666   1.087   1.656   3.895
   0.000   0.402   0.758   0.195 258.122   0.085   0.1392205.984   0.074   0.126   0.350 178.082   2.222   0.664   2.528   1.388   5.632   5.940   2.760   2.978  -4.581
   0.000   0.194   0.622   0.636 495.760   0.830   0.2732415.340   0.206   0.109   0.743 952.557   7.598   1.587   2.716   0.028   2.101   1.864   4.536   1.285 -14.069
   0.000   0.270   0.667   0.529 219.162   0.487   0.319 665.866   0.172   0.220   0.475 828.803   6.757   1.832   3.425   1.237   2.526   4.929   2.987   2.698 -14.966
   0.000   0.350   1.226   0.430  63.378   0.340   0.212  76.481   0.242   0.116   0.451  95.815  19.668   1.240   4.749   0.400   4.375   5.065   0.432   1.331 -10.649
   0.000   0.351   0.872   0.699 228.224   0.487   0.6221354.110   0.062   0.206   0.406 231.468  16.951   0.563   3.825   2.111   3.506   5.508  -0.865   2.064   1.943
   0.000   0.268   1.119   0.592 473.436   0.581   0.2102337.081   0.082   0.116   0.921 758.219   4.884   2.385   0.268   0.675   2.056   1.899   3.226   2.890   0.954
   0.000   0.308   1.276   0.376 198.034   0.382   0.9131239.148   0.040   0.030   0.477  41.305   4.227   2.833   2.170   0.666   3.757   4.404   3.345   0.855 -13.120
   0.000   0.331   0.745   0.946 375.278   0.747   0.9113634.352   0.018   0.208   0.372 110.727   2.372   0.038   4.038   1.387   2.183   2.079   2.180   2.540 -12.945
   0.000   0.246   1.002   0.198 268.327   0.593   0.701 480.992   0.076   0.128   0.189 356.877   9.656   2.890   1.343   0.245   2.964   3.066   2.365   2.864 -12.635
   0.000   0.365   1.252   0.055 120.843   0.876   0.5634314.773   0.124   0.002   0.556 112.223   1.933   0.202   4.277   0.395   3.540   0.945  -0.968   1.992  -9.274
   0.000   0.358   0.811   0.654 204.057   0.178   0.1383518.930   0.002   0.054   0.576 718.552  15.228   1.775   1.572   2.605   4.412   4.627   2.356   2.851  -1.390
   0.000   0.000   0.625   0.613 440.625   0.837   0.613 668.750   0.094   0.094   0.837 625.038  12.875   2.625   4.376   0.375   4.250   2.500   4.250   1.875 -12.500


 *** OPTIMIZATION SEARCH TERMINATED BECAUSE THE LIMIT ON THE MAXIMUM
     NUMBER OF TRIALS    50 EXCEEDED.  SEARCH WAS STOPPED AT
     SUB-COMPLEX   0 OF COMPLEX   0 IN SHUFFLING LOOP   0 ***


*** PRINT THE FINAL PARAMETER ESTIMATE AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.526   0.668 159.080   0.825   0.073 225.561   0.071   0.109   0.235 926.898  17.572   2.053   2.021   2.786   5.509   5.640   3.194   2.701  -2.653
