

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.334   0.651   0.356  54.367   0.586   0.5504636.047   0.069   0.165   0.302 977.225   8.508   0.727   0.571   2.953   5.251   3.651   4.614   2.945   4.128
   0.000   0.363   1.233   0.194 338.149   0.882   0.2824512.587   0.011   0.063   0.271 233.387  19.524   1.148   1.493   0.311   5.511   3.183   1.302   2.454  -6.623
   0.000   0.324   1.341   0.107 135.915   0.848   0.4323092.109   0.008   0.095   0.799 908.187  19.998   2.406   0.970   2.664   7.699   5.413   0.761   0.846  -2.432
   0.000   0.351   1.378   0.255 169.803   0.850   0.2832771.064   0.071   0.025   0.538 130.625   1.672   0.850   4.641   1.292   2.691   2.633   0.577   1.112  -6.567
   0.000   0.391   0.893   0.875  57.367   0.769   0.4952204.962   0.145   0.166   0.791 561.613  10.781   2.995   3.826   0.647   2.960   0.435   4.515   1.369 -12.325
   0.000   0.399   1.356   0.788  60.450   0.310   0.637 108.456   0.036   0.059   0.909 213.027  18.737   1.241   4.409   2.132   4.547   1.103  -0.293   2.426  -6.129
   0.000   0.360   1.259   0.907  81.780   0.560   0.8751589.750   0.046   0.167   0.466  75.940  14.766   2.873   3.200   0.962   4.048   4.143   1.986   2.608 -10.533
   0.000   0.285   1.395   0.317 238.229   0.706   0.2442318.548   0.201   0.001   0.099 158.877   2.574   2.908   0.133   0.792   6.650   1.589   3.713   1.508   3.457
   0.000   0.388   0.544   0.203 138.384   0.843   0.4464845.759   0.134   0.225   0.118 766.937  19.133   2.653   1.118   1.172   7.768   3.608   1.820   2.083 -10.261
   0.000   0.335   0.599   0.205 363.366   0.766   0.346 976.270   0.234   0.164   0.394  34.746  15.717   1.497   1.203   0.320   5.796   5.592   4.005   2.638  -8.642
   0.000   0.362   1.180   0.108 339.974   0.513   0.3371324.449   0.055   0.233   0.774 262.676  18.381   1.078   4.050   1.417   5.114   2.094   3.678   0.065 -14.193
   0.000   0.355   0.587   0.053  79.298   0.645   0.2211177.215   0.186   0.002   0.853 148.723  14.086   1.168   2.295   2.548   6.673   4.262   0.474   1.064  -7.953
   0.000   0.303   1.068   0.134  58.563   0.719   0.5373617.676   0.225   0.031   0.868 664.715   2.710   1.816   4.632   0.376   4.232   1.433   2.966   0.552   2.058
   0.000   0.277   1.116   0.624  30.804   0.277   0.7531730.183   0.157   0.007   0.239 500.828  15.022   0.317   3.795   2.348   4.206   1.512   2.609   0.179 -11.115
   0.000   0.341   1.292   0.182 424.404   0.825   0.1134945.382   0.093   0.051   0.574  21.045   2.282   1.958   1.775   0.930   7.476   3.974   0.969   0.684 -13.424
   0.000   0.374   0.614   0.716 161.471   0.565   0.2673503.143   0.032   0.136   0.809 688.832   3.444   0.493   2.042   1.826   4.751   1.248  -0.186   0.024  -0.048
   0.000   0.000   1.250   0.275 381.250   0.275   0.7251287.500   0.188   0.063   0.275 750.025   5.750   2.250   1.258   2.250   3.500   4.600   3.500   0.750   0.000


 *** OPTIMIZATION SEARCH TERMINATED BECAUSE THE LIMIT ON THE MAXIMUM
     NUMBER OF TRIALS   100 EXCEEDED.  SEARCH WAS STOPPED AT
     SUB-COMPLEX   0 OF COMPLEX   0 IN SHUFFLING LOOP   0 ***


*** PRINT THE FINAL PARAMETER ESTIMATE AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.560   0.710 350.812   0.771   0.5794585.704   0.090   0.131   0.411 773.780   6.506   1.354   4.358   2.162   5.910   0.509   3.035   1.767  -8.718
