

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.333   1.359   0.170 342.065   0.513   0.9221584.758   0.004   0.081   0.766 182.398  19.103   2.523   0.139   2.732   2.263   0.926  -0.272   0.954  -7.360
   0.000   0.360   1.370   0.081 352.142   0.218   0.5174004.953   0.106   0.030   0.125 448.956   5.502   2.945   0.802   0.670   2.379   5.269  -0.969   2.224  -5.834
   0.000   0.364   1.417   0.153 445.314   0.068   0.1511350.635   0.208   0.076   0.416 367.805   3.444   0.511   4.632   0.261   2.212   3.660   2.927   0.222  -5.872
   0.000   0.253   1.041   0.645  75.629   0.702   0.6253937.878   0.111   0.016   0.740 231.678   7.739   0.958   3.210   2.638   3.332   1.229   4.045   0.716  -2.910
   0.000   0.371   1.445   0.255 307.930   0.277   0.0614464.064   0.086   0.054   0.846 628.445  10.456   0.908   2.499   0.285   3.139   4.533   3.078   0.446 -13.637
   0.000   0.340   1.367   0.123 283.451   0.228   0.526 345.089   0.191   0.227   0.205 339.498  19.590   2.769   3.964   2.791   2.386   4.307   4.726   2.047 -10.662
   0.000   0.304   1.404   0.753 453.016   0.545   0.6514080.538   0.077   0.055   0.053  76.115  17.997   2.276   1.295   1.185   6.524   2.860   0.369   2.559  -3.566
   0.000   0.282   1.458   0.400 427.961   0.645   0.2604075.096   0.097   0.020   0.565 778.802   4.983   0.213   4.024   1.746   6.138   1.934  -0.121   0.930   2.323
   0.000   0.371   0.976   0.858 282.620   0.301   0.1184689.411   0.067   0.083   0.276 919.593   2.490   1.286   1.004   0.672   4.232   2.680   1.776   1.031   2.606
   0.000   0.333   1.035   0.072 363.367   0.637   0.1532537.492   0.198   0.234   0.274  99.452  17.396   0.890   0.828   1.123   2.473   5.439  -0.991   0.395  -1.116
   0.000   0.228   0.712   0.157  84.650   0.637   0.2554945.401   0.185   0.119   0.619 352.389  18.736   1.078   3.085   0.984   3.346   3.032   2.005   2.800   0.785
   0.000   0.251   1.451   0.852 443.581   0.670   0.1674660.371   0.047   0.027   0.871 608.603   6.150   0.547   2.698   2.243   2.155   1.373   1.092   1.434   1.875
   0.000   0.447   0.569   0.336 205.617   0.809   0.821 713.086   0.105   0.160   0.116 151.568  11.143   2.023   4.619   1.803   7.808   1.159   4.616   0.304   3.750
   0.000   0.284   0.687   0.642  66.169   0.825   0.2391423.419   0.089   0.042   0.647 957.873  15.839   0.953   0.205   0.862   3.576   3.622   2.215   0.065   0.209
   0.000   0.294   0.984   0.476 129.841   0.630   0.3523788.864   0.115   0.242   0.382 240.885  19.266   2.714   2.474   1.456   4.748   1.073   1.984   2.408  -1.394
   0.000   0.376   1.123   0.897 484.255   0.111   0.9103556.689   0.167   0.129   0.728 108.686   7.640   0.836   1.071   2.585   3.165   0.757   4.059   0.506  -8.203
   0.000   0.404   1.237   0.646 337.150   0.344   0.2974762.562   0.004   0.232   0.069 794.771  14.904   1.805   1.448   1.087   3.072   1.819   0.481   0.481 -10.433
   0.000   0.255   0.660   0.943 396.783   0.801   0.6741032.666   0.113   0.064   0.633 379.393  15.824   1.513   4.636   2.414   2.558   0.520   0.692   1.642  -4.460
   0.000   0.308   1.446   0.606 197.610   0.897   0.1824859.640   0.148   0.200   0.671 729.147  18.699   0.641   3.607   0.954   6.460   4.009   2.002   0.233  -5.665
   0.000   0.303   0.753   0.402  84.630   0.515   0.0572376.801   0.231   0.025   0.555 683.880  10.279   2.916   3.970   1.949   6.556   3.130   1.599   2.127  -7.852
   0.000   0.000   1.375   0.837  84.375   0.613   0.3871906.250   0.157   0.032   0.613 375.062  17.625   0.376   3.129   2.625   2.750   3.900  -0.250   2.625   2.500


 *** OPTIMIZATION SEARCH TERMINATED BECAUSE THE LIMIT ON THE MAXIMUM
     NUMBER OF TRIALS    50 EXCEEDED.  SEARCH WAS STOPPED AT
     SUB-COMPLEX   0 OF COMPLEX   0 IN SHUFFLING LOOP   0 ***


*** PRINT THE FINAL PARAMETER ESTIMATE AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   1.182   0.084 379.289   0.767   0.2281833.201   0.158   0.237   0.079 336.080  13.095   2.685   3.303   1.055   6.808   5.413   0.444   1.130 -10.567
