

  ==================================================
  ENTER THE SHUFFLED COMPLEX EVOLUTION GLOBAL SEARCH
  ==================================================


*** PRINT THE INITIAL POINT AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.383   1.228   0.553  80.929   0.388   0.1021129.260   0.243   0.199   0.413  42.171   1.171   0.614   1.723   2.506   6.256   3.923   1.705   1.501  -8.091
   0.000   0.369   1.214   0.057 454.853   0.718   0.7481865.811   0.081   0.050   0.344 114.674  10.621   0.086   4.608   1.913   6.192   4.294  -0.602   0.648  -6.245
   0.000   0.250   1.036   0.649 188.386   0.689   0.2073783.655   0.017   0.160   0.276 969.380  16.529   0.647   3.222   1.234   7.755   1.737   3.316   1.772  -4.273
   0.000   0.313   0.890   0.120 138.354   0.670   0.329 488.015   0.094   0.076   0.171 277.454  11.349   0.450   2.997   1.262   3.891   0.689   2.853   2.732  -8.382
   0.000   0.359   1.106   0.622 188.889   0.824   0.443 980.872   0.246   0.029   0.065 707.878   5.339   0.123   2.314   2.874   6.756   2.310   1.841   0.577  -3.989
   0.000   0.351   0.800   0.093  72.397   0.676   0.5673371.038   0.234   0.057   0.210 412.999  17.032   0.658   4.263   1.454   5.772   2.972   0.695   1.226   2.680
   0.000   0.333   0.684   0.803  62.621   0.528   0.5324941.519   0.241   0.077   0.290  64.861  13.667   2.173   4.783   0.959   6.041   2.668   2.506   0.992   1.744
   0.000   0.435   1.414   0.903 121.388   0.105   0.065 989.928   0.025   0.071   0.608 552.190   1.934   2.471   3.376   2.008   2.610   5.019   0.014   2.164   3.351
   0.000   0.303   0.804   0.763 120.367   0.808   0.4243262.852   0.197   0.090   0.712 622.391   7.725   2.554   1.287   1.736   5.662   1.130   2.298   2.980 -14.690
   0.000   0.319   1.486   0.415 314.423   0.185   0.0614763.690   0.131   0.208   0.729 332.756   1.228   2.131   3.155   0.030   2.782   0.931   4.848   2.121 -10.430
   0.000   0.362   1.015   0.533 129.602   0.498   0.1612165.296   0.097   0.063   0.501 425.138   2.968   2.993   1.873   2.757   5.157   4.294   4.149   1.713   4.399
   0.000   0.335   1.384   0.773 487.998   0.892   0.9071306.944   0.087   0.135   0.916 371.007   9.576   1.177   1.149   1.084   2.520   1.501   3.660   1.555   4.141
   0.000   0.280   1.309   0.379 351.477   0.253   0.378  56.273   0.010   0.065   0.656 735.117   4.955   2.483   2.622   1.682   7.166   1.824   4.877   0.317  -2.635
   0.000   0.352   1.197   0.300 428.340   0.743   0.2872554.997   0.105   0.128   0.884 825.214  12.712   1.723   4.339   1.641   7.717   5.910   1.484   2.682  -6.841
   0.000   0.381   1.107   0.722 317.031   0.770   0.6992561.500   0.152   0.139   0.932 172.306  19.207   0.654   2.728   2.081   7.659   3.952   0.433   0.840  -1.711
   0.000   0.397   1.465   0.613 387.303   0.908   0.390 970.132   0.159   0.090   0.935 797.659  12.348   2.946   0.863   1.338   7.302   5.557   1.502   2.833 -13.599
   0.000   0.209   1.111   0.531 229.154   0.732   0.8943827.528   0.049   0.121   0.262 493.761   9.834   2.032   1.543   0.283   7.813   0.716   0.739   2.431  -5.685
   0.000   0.287   1.234   0.080 386.911   0.791   0.6802971.221   0.020   0.016   0.063 756.157   5.831   2.209   2.992   2.750   6.662   1.237   0.007   2.386 -13.716
   0.000   0.346   0.978   0.815  30.626   0.359   0.4901555.867   0.125   0.189   0.851 776.248  10.497   1.340   3.428   0.441   7.900   5.342   3.016   2.796  -6.804
   0.000   0.297   0.537   0.716 451.726   0.645   0.1842630.502   0.049   0.056   0.826 712.923   2.968   2.069   2.293   2.150   5.577   1.391   2.956   1.143   3.315
   0.000   0.334   1.239   0.707 482.466   0.813   0.707 239.655   0.190   0.216   0.130 269.089  13.132   1.801   0.153   1.132   3.227   2.116   4.893   1.752   2.898
   0.000   0.355   1.039   0.221 195.840   0.662   0.672 826.291   0.067   0.094   0.944 628.570  18.107   0.178   4.385   2.378   6.082   3.790   1.677   0.562  -7.494
   0.000   0.350   0.870   0.786 199.511   0.846   0.230 777.810   0.136   0.190   0.540 823.444  12.771   0.673   2.027   0.907   4.055   5.311   3.600   1.222   3.699
   0.000   0.352   0.774   0.607 483.883   0.445   0.1692594.530   0.131   0.057   0.890 948.634  18.767   1.101   1.376   1.993   5.457   3.649   4.956   2.144   1.238
   0.000   0.335   0.753   0.256  65.210   0.297   0.536 949.283   0.045   0.060   0.897 503.151  12.918   0.916   2.340   2.803   3.409   2.565   3.595   0.868   0.505
   0.000   0.341   1.243   0.191 269.585   0.267   0.761 993.686   0.134   0.223   0.638 528.266  18.364   0.207   3.114   1.916   4.815   5.535   3.698   1.020  -0.615
   0.000   0.225   0.944   0.159 297.955   0.161   0.6434178.748   0.045   0.074   0.904 295.927   9.206   1.061   2.262   0.443   6.974   2.668   1.542   1.607  -4.932
   0.000   0.320   1.476   0.614 431.334   0.270   0.3552282.920   0.110   0.071   0.168 286.630   3.454   1.165   4.539   1.616   5.713   0.790  -0.143   2.756 -10.494
   0.000   0.267   0.969   0.759 264.209   0.282   0.499 775.084   0.084   0.091   0.074 971.429   8.100   0.293   0.677   2.312   6.302   3.758  -0.699   0.586  -1.887
   0.000   0.378   1.252   0.838 126.245   0.903   0.0992603.941   0.096   0.142   0.348 252.537  10.382   0.588   3.549   1.328   4.617   3.474   3.294   2.735 -13.678
   0.000   0.363   0.927   0.886 226.088   0.602   0.5572915.303   0.102   0.216   0.754  90.569  18.092   2.273   4.919   1.146   4.933   2.936   0.559   2.983  -8.765
   0.000   0.264   1.075   0.133 299.998   0.671   0.6883756.639   0.038   0.073   0.311  84.320   9.521   2.891   0.651   2.545   2.994   1.622  -0.668   1.772  -5.829
   0.000   0.331   1.328   0.476 364.791   0.148   0.0834403.443   0.192   0.060   0.332 977.704  14.013   2.712   4.377   2.196   5.692   5.786  -0.654   1.849  -5.134
   0.000   0.388   0.722   0.802 177.940   0.505   0.186 698.862   0.141   0.072   0.941 339.667   4.609   1.107   1.256   2.978   4.171   3.344   2.554   1.838 -13.751
   0.000   0.428   1.143   0.560 107.808   0.565   0.178 752.353   0.191   0.054   0.947 189.781  12.327   2.989   1.083   0.459   2.263   2.397   0.350   2.493  -9.942
   0.000   0.241   0.893   0.936 219.361   0.082   0.4172037.857   0.095   0.163   0.058 622.305   4.856   2.319   3.887   1.035   5.829   3.931   0.336   1.420  -6.676
   0.000   0.329   0.545   0.435  71.548   0.866   0.462 704.952   0.014   0.042   0.361 937.841   1.016   1.562   4.264   2.627   5.584   2.002   0.813   0.066  -7.640
   0.000   0.296   1.438   0.630 492.987   0.467   0.3364026.798   0.115   0.214   0.417 796.010   6.901   1.445   2.719   2.918   3.537   2.570   0.402   1.222 -12.625
   0.000   0.312   1.065   0.446 371.030   0.385   0.2914466.852   0.067   0.084   0.861  31.036  15.190   1.205   0.018   0.945   2.816   3.593   4.089   0.644   3.390
   0.000   0.365   0.524   0.486  72.619   0.443   0.3514026.134   0.137   0.208   0.544 250.250  13.860   0.225   1.314   2.318   3.768   4.178   0.328   0.137  -0.517
   0.000   0.250   1.016   0.627 458.335   0.207   0.8313329.642   0.112   0.035   0.372 492.179  14.378   2.375   0.890   0.908   4.456   4.061   0.558   2.261  -2.284
   0.000   0.207   0.844   0.434 324.181   0.407   0.3123380.180   0.040   0.106   0.746 782.257  19.769   1.957   0.939   0.684   4.728   2.720   4.331   1.425  -4.644
   0.000   0.320   1.096   0.373 121.325   0.845   0.2732827.227   0.071   0.035   0.729 260.496  11.577   2.157   4.972   1.143   7.430   2.662   2.924   1.298  -6.822
   0.000   0.268   0.808   0.704 288.763   0.119   0.2424873.871   0.085   0.055   0.669 400.842   7.552   0.968   0.921   0.835   2.094   3.520   3.334   1.684 -13.918
   0.000   0.275   0.648   0.159 302.646   0.262   0.4704990.183   0.176   0.219   0.498 685.690  19.894   2.502   4.675   1.260   5.301   3.026   3.155   1.930 -12.147
   0.000   0.382   0.614   0.891 400.844   0.258   0.5292321.404   0.120   0.019   0.726 532.625   9.335   0.325   0.414   1.756   3.476   5.980   0.601   2.945   2.250
   0.000   0.286   1.367   0.133 334.453   0.525   0.5674916.036   0.068   0.029   0.594 701.740  11.576   0.792   1.699   2.116   3.200   0.810   2.324   0.262   4.431
   0.000   0.298   1.478   0.609  63.432   0.468   0.1524377.711   0.061   0.045   0.645 894.013   7.748   2.417   2.429   1.673   2.347   1.040   1.235   2.285  -9.318
   0.000   0.335   0.755   0.842 237.529   0.309   0.7902520.152   0.247   0.030   0.579 273.982   1.437   1.446   4.748   0.968   6.281   3.832   0.599   1.711  -6.757
   0.000   0.237   0.769   0.578 361.160   0.179   0.7052678.546   0.218   0.171   0.408 264.793   3.158   1.570   0.622   0.700   4.442   3.240   1.478   2.607  -5.760
   0.000   0.384   1.091   0.307 126.060   0.800   0.0573270.565   0.248   0.045   0.062 818.520  11.324   2.421   4.780   1.051   4.101   4.547   4.574   2.026   4.566
   0.000   0.366   1.409   0.407  37.538   0.794   0.1304952.932   0.249   0.172   0.457 194.939  11.738   2.875   2.215   2.931   6.907   0.634   4.024   1.865  -6.047
   0.000   0.291   0.789   0.578 428.223   0.332   0.6501389.407   0.065   0.146   0.738 925.844   4.182   0.527   4.718   1.439   7.975   5.436   2.644   1.264 -14.449
   0.000   0.260   0.881   0.874  69.541   0.264   0.7804161.600   0.114   0.103   0.853 651.413   6.215   0.870   0.875   1.546   6.180   3.686  -0.609   0.977  -0.747
   0.000   0.253   0.994   0.541 483.661   0.865   0.4413969.386   0.104   0.196   0.113 494.944  13.539   0.292   0.669   1.286   5.647   0.588   4.949   2.227 -12.965
   0.000   0.311   0.587   0.387 414.917   0.164   0.8243363.610   0.137   0.218   0.556 261.138   1.623   0.141   4.300   0.052   5.908   5.579  -0.489   1.235  -8.777
   0.000   0.316   0.593   0.494  31.476   0.572   0.5403537.000   0.127   0.076   0.740 439.229   2.412   2.770   0.278   2.471   7.707   4.145   3.092   1.159 -11.470
   0.000   0.292   1.115   0.098  68.447   0.142   0.4384257.653   0.128   0.036   0.386 574.236   6.474   2.400   4.233   0.992   2.508   2.387   0.032   0.675 -10.273
   0.000   0.300   0.941   0.321 315.127   0.357   0.0901546.886   0.172   0.172   0.537 305.269  15.642   2.073   3.111   0.086   4.686   1.423   2.280   0.200   0.268
   0.000   0.286   0.805   0.479 103.962   0.483   0.8574674.900   0.242   0.077   0.565 611.754   8.262   2.185   1.463   1.319   3.185   5.412   4.994   2.433 -10.205
   0.000   0.341   1.020   0.185 158.816   0.898   0.6902823.925   0.130   0.162   0.261 501.911  17.745   0.946   4.001   1.538   6.990   5.963   3.993   2.253 -13.320
   0.000   0.313   0.769   0.501 421.374   0.682   0.0984448.128   0.103   0.189   0.199 125.816   3.780   2.277   3.369   0.877   7.378   4.457   0.189   2.061  -1.613
   0.000   0.266   0.638   0.941 479.621   0.271   0.5322791.056   0.004   0.048   0.077  78.026   9.717   2.823   0.120   0.896   2.920   2.299   2.864   0.143  -8.439
   0.000   0.368   0.515   0.288 423.327   0.599   0.8842443.192   0.196   0.009   0.919 272.825   3.434   1.529   0.579   1.063   3.026   5.318   0.178   1.271   4.681
   0.000   0.225   1.013   0.567 389.207   0.501   0.0882263.886   0.036   0.101   0.177 694.527   1.386   2.080   2.105   0.339   4.737   2.510   2.676   1.778  -5.476
   0.000   0.275   1.062   0.394 412.622   0.212   0.4681827.485   0.045   0.134   0.404 597.286  10.785   0.416   1.891   2.066   3.021   4.064   1.222   2.352 -14.345
   0.000   0.348   1.161   0.457 450.364   0.429   0.406 139.377   0.233   0.032   0.675 506.512   8.616   0.163   0.265   1.769   5.754   4.491   2.677   2.122  -2.421
   0.000   0.275   0.619   0.536 181.822   0.099   0.6231212.812   0.049   0.111   0.537 426.394   2.003   2.541   3.168   1.670   2.404   2.109   1.804   1.390  -2.828
   0.000   0.310   1.315   0.685 129.119   0.825   0.8351123.045   0.150   0.098   0.307 815.792   2.961   0.759   1.276   1.904   5.720   3.143   3.952   2.958 -11.186
   0.000   0.301   1.109   0.767 191.461   0.368   0.5953399.862   0.134   0.055   0.612 821.390  18.394   0.679   1.725   0.355   6.956   3.717   1.438   0.057  -8.612
   0.000   0.232   0.667   0.457 485.231   0.252   0.9244296.243   0.145   0.115   0.416 913.177   6.338   1.810   0.250   2.953   6.754   3.541   0.927   2.836 -14.487
   0.000   0.410   1.452   0.778  99.611   0.874   0.0881173.605   0.012   0.206   0.860 460.524  17.152   1.929   2.563   0.030   7.595   1.152   0.882   0.112  -0.358
   0.000   0.313   1.130   0.113  55.745   0.612   0.5124366.680   0.153   0.111   0.616 945.908  17.320   0.023   4.624   0.393   7.835   0.772   2.167   1.013  -8.086
   0.000   0.320   1.003   0.760 431.415   0.691   0.2903955.322   0.175   0.149   0.531 695.644   7.231   0.830   4.258   0.346   5.186   2.243  -0.861   1.900 -13.206
   0.000   0.274   0.656   0.932 268.576   0.766   0.1034058.312   0.053   0.146   0.531 951.366   1.749   1.824   1.667   1.099   6.350   4.096   1.168   0.223  -0.642
   0.000   0.299   1.076   0.251  29.887   0.408   0.474 669.368   0.195   0.065   0.140 420.314  11.193   2.851   0.072   0.820   2.872   0.675   3.152   1.710  -2.287
   0.000   0.297   0.505   0.527 112.846   0.324   0.5592054.186   0.037   0.197   0.220 803.454   6.147   0.407   3.693   1.953   6.378   5.563  -0.569   2.505  -7.657
   0.000   0.271   1.199   0.339 497.247   0.820   0.5053305.788   0.226   0.131   0.095 638.555   8.316   2.711   0.093   1.668   7.927   2.653   4.336   1.175   0.230
   0.000   0.413   0.830   0.494 223.813   0.809   0.0771655.334   0.234   0.043   0.917 240.812   1.862   0.457   2.222   1.080   5.985   4.579   0.865   2.548  -6.826
   0.000   0.321   0.632   0.144 173.502   0.808   0.1393819.792   0.049   0.218   0.278  84.440  17.325   1.407   0.202   0.858   7.111   1.994   4.971   2.512   0.525
   0.000   0.298   1.112   0.151  91.756   0.489   0.7531400.936   0.199   0.202   0.577 339.184  12.773   2.279   1.256   0.616   3.769   1.075   1.579   0.419  -0.965
   0.000   0.295   1.228   0.707 281.649   0.571   0.5882489.689   0.042   0.176   0.790 712.554  14.802   2.721   4.027   2.934   4.487   0.586   4.816   1.419  -8.599
   0.000   0.302   1.243   0.662 245.480   0.248   0.4634858.257   0.006   0.241   0.474 984.596  10.695   1.380   2.185   0.404   2.594   4.148  -0.760   2.445   1.510
   0.000   0.314   1.492   0.271 428.396   0.106   0.2532741.472   0.031   0.070   0.795 797.143  14.100   2.231   2.158   2.854   6.591   4.142   4.244   2.556  -5.468
   0.000   0.332   0.645   0.391 401.208   0.465   0.7383802.686   0.231   0.043   0.094 114.936   2.108   2.594   1.262   2.774   7.875   5.429  -0.564   0.245  -8.386
   0.000   0.310   1.278   0.530 436.524   0.364   0.5203591.084   0.200   0.088   0.237 497.158   1.436   2.255   4.392   2.068   5.733   3.050   1.088   2.261   0.493
   0.000   0.346   1.207   0.732  99.286   0.635   0.742 545.469   0.009   0.221   0.818 294.361   2.513   1.770   4.885   2.032   6.070   1.731   2.790   2.471 -11.999
   0.000   0.339   0.605   0.348 485.031   0.844   0.1663698.584   0.050   0.006   0.368 169.045  12.808   2.504   4.646   1.228   3.429   0.633   3.432   0.462   1.301
   0.000   0.288   0.590   0.421 261.892   0.620   0.5502487.452   0.035   0.077   0.654 811.569  10.587   0.224   2.825   0.323   2.404   4.605   2.552   0.522  -8.813
   0.000   0.276   0.702   0.245 456.113   0.258   0.8052445.879   0.228   0.170   0.949 818.580   8.854   1.279   1.916   1.233   3.225   3.085   4.763   0.141  -0.216
   0.000   0.000   0.875   0.387 321.875   0.162   0.8374381.250   0.032   0.157   0.162 875.013   8.125   1.875   0.634   1.125   5.750   1.100   2.750   1.125  -7.500


 *** OPTIMIZATION SEARCH TERMINATED BECAUSE THE LIMIT ON THE MAXIMUM
     NUMBER OF TRIALS   100 EXCEEDED.  SEARCH WAS STOPPED AT
     SUB-COMPLEX   0 OF COMPLEX   0 IN SHUFFLING LOOP   0 ***


*** PRINT THE FINAL PARAMETER ESTIMATE AND ITS CRITERION VALUE ***

 CRITERION    X1      X2      X3      X4      X5      X6      X7      X8      X9     X10     X11     X12     X13     X14     X15     X16     X17     X18     X19
   0.000   0.652   0.797 355.582   0.650   0.9424952.480   0.132   0.208   0.767 324.240  18.494   2.290   2.130   0.339   5.970   0.481   3.130   0.958  -5.434
