"Hetch Hetchy forcing data [Brian Trial]"
1.0  ! stepsize (days)
ST1: All data in mm/day
"*"  ! list directed format ok here
YYYY   MM   DD   HH   rainObs     Tobs          ETobs        flowObs       
1980   11   18    0   0.00000000  -1.75000000   0.00000000   0.18245167
1980   11   19    0   0.00000000  -1.75000000   0.00000000   0.18245167
1980   11   20    0   0.00000000  -1.75000000   0.00000000   0.18245167
1980   11   21    0   0.00000000  -1.75000000   0.00000000   0.18245167
1980   11   22    0   0.00000000  -3.97222222   0.00000000   0.17415841
1980   11   23    0   0.00000000  -2.02777778   0.00000000   0.18245167
1980   11   24    0   0.00000000  -2.86111111   0.00000000   0.18245167
1980   11   25    0   0.00000000  -2.02777778   0.00000000   0.19489155
1980   11   26    0   0.00000000  -0.63888889   0.26783889   0.18867161
1980   11   27    0   0.00000000  -0.08333333   0.42728333   0.18867161
1980   11   28    0   0.00000000  -0.36111111   0.25356111   0.17457307
1980   11   29    0   0.00000000  -0.08333333   0.33328333   0.18328099
1980   11   30    0   0.00000000  -3.41666667   0.00000000   0.17415841
1980   12    1    0   0.00000000  -1.27777778   0.00000000   0.16586515
1980   12    2    0  33.02000000  -0.72222222   0.00000000   0.19157425
1980   12    3    0   5.08000000  -4.05555556   0.00000000   0.18950093
1980   12    4    0   2.54000000  -5.72222222   0.00000000   0.55150162
1980   12    5    0   0.00000000  -8.22222222   0.00000000   0.57845471
1980   12    6    0   0.00000000  -9.05555556   0.00000000   0.10366572
1980   12    7    0   0.00000000  -8.50000000   0.00000000   0.13580209
1980   12    8    0   0.00000000  -7.94444444   0.00000000   0.15072996
1980   12    9    0   0.00000000  -5.44444444   0.00000000   0.20733144
1980   12   10    0   0.00000000  -2.94444444   0.00000000   0.26123761
1980   12   11    0   0.00000000  -2.66666667   0.00000000   0.24879773
1980   12   12    0   0.00000000  -2.38888889   0.00000000   0.20733144
1980   12   13    0   0.00000000  -3.22222222   0.00000000   0.24879773
1980   12   14    0   0.00000000  -1.55555556   0.00000000   0.21977132
1980   12   15    0   0.00000000   1.50000000   0.93810000   0.16171852
1980   12   16    0   0.00000000   0.94444444   0.70815556   0.21769801
1980   12   17    0   0.00000000   1.77777778   0.97082222   0.22391795
1980   12   18    0   0.00000000   0.11111111   0.39848889   0.26538424
1980   12   19    0   0.00000000  -0.16666667   0.34226667   0.27948278
1980   12   20    0   0.00000000  -1.27777778   0.00000000   0.28362941
1980   12   21    0   0.00000000   1.19444444   0.68590556   0.27575081
1980   12   22    0   0.00000000  -1.83333333   0.00000000   0.31721710
1980   12   23    0   0.00000000  -1.83333333   0.00000000   0.26123761
1980   12   24    0   0.00000000   0.66666667   0.67543333   0.23013790
1980   12   25    0   0.00000000   2.88888889   1.28971111   0.23843115
1980   12   26    0   0.00000000   0.11111111   0.35148889   0.23843115
1980   12   27    0   0.00000000   0.94444444   0.63765556   0.21769801
1980   12   28    0   0.00000000  -0.72222222   0.20632222   0.24465110
1980   12   29    0   0.00000000  -0.16666667   0.31876667   0.29026401
1980   12   30    0   0.00000000  -1.27777778   0.00000000   0.22308863
1980   12   31    0   0.00000000  -1.55555556   0.00000000   0.26123761
1981    1    1    0   0.00000000  -1.63888889   0.00000000   0.21438071
1981    1    2    0   0.00000000   0.02777778   0.35812222   0.20318481
1981    1    3    0   0.00000000  -1.36111111   0.00000000   0.23013790
1981    1    4    0   0.00000000  -1.63888889   0.00000000   0.20981942
1981    1    5    0   0.00000000  -1.91666667   0.00000000   0.20774610
1981    1    6    0   0.00000000  -3.30555556   0.00000000   0.20940475
1981    1    7    0   0.00000000  -3.30555556   0.00000000   0.21769801
1981    1    8    0   0.00000000  -2.75000000   0.00000000   0.21769801
1981    1    9    0   0.00000000  -2.19444444   0.00000000   0.23013790
1981    1   10    0   0.00000000  -3.58333333   0.00000000   0.23013790
1981    1   11    0   0.00000000  -1.63888889   0.00000000   0.20940475
1981    1   12    0   0.00000000  -0.80555556   0.11895556   0.24465110
1981    1   13    0   0.00000000  -1.08333333   0.08623333   0.21769801
1981    1   14    0   0.00000000  -1.08333333   0.06273333   0.23013790
1981    1   15    0   2.54000000  -3.30555556   0.00000000   0.23013790
1981    1   16    0   2.54000000  -1.91666667   0.00000000   0.24465110
1981    1   17    0   0.00000000  -0.52777778   0.17517778   0.20753877
1981    1   18    0   0.00000000  -0.52777778   0.19867778   0.20339214
1981    1   19    0   0.00000000  -0.25000000   0.34890000   0.20339214
1981    1   20    0   0.00000000   0.02777778   0.38162222   0.22391795
1981    1   21    0  12.70000000   2.27777778   0.78545222   0.21769801
1981    1   22    0   2.54000000  -6.63888889   0.00000000   0.20753877
1981    1   23    0  20.32000000  -6.63888889   0.00000000   0.22391795
1981    1   24    0   0.00000000  -6.63888889   0.00000000   0.22391795
1981    1   25    0   2.54000000  -7.47222222   0.00000000   0.24008980
1981    1   26    0  22.86000000  -4.97222222   0.00000000   0.23843115
1981    1   27    0  38.10000000  -6.91666667   0.00000000   0.41466288
1981    1   28    0  30.48000000  -8.30555556   0.00000000   0.92262490
1981    1   29    0  15.24000000  -9.63888889   0.00000000   0.63443420
1981    1   30    0   0.00000000 -10.52777778   0.00000000   0.55150162
1981    1   31    0   0.00000000  -9.97222222   0.00000000   0.46856905
1981    2    1    0   0.00000000  -8.41666667   0.00000000   0.51003534
1981    2    2    0   0.00000000  -7.86111111   0.00000000   0.61992100
1981    2    3    0   0.00000000  -5.63888889   0.00000000   0.49552214
1981    2    4    0   0.00000000  -5.36111111   0.00000000   0.49552214
1981    2    5    0   0.00000000  -4.52777778   0.00000000   0.48308225
1981    2    6    0   0.00000000  -5.36111111   0.00000000   0.39392973
1981    2    7    0   0.00000000  -6.47222222   0.00000000   0.39600305
1981    2    8    0  12.70000000  -4.80555556   0.00000000   0.39807636
1981    2    9    0   0.00000000  -5.08333333   0.00000000   0.40429630
1981    2   10    0   0.00000000  -3.97222222   0.00000000   0.39600305
1981    2   11    0   0.00000000  -1.47222222   0.00000000   0.52247522
1981    2   12    0   0.00000000  -4.52777778   0.00000000   0.51003534
1981    2   13    0  12.70000000  -0.63888889   0.00000000   0.51625528
1981    2   14    0   0.00000000 -10.05555556   0.00000000   0.72566003
1981    2   15    0   0.00000000  -4.08333333   0.00000000   1.76231722
1981    2   16    0   0.00000000  -0.08333333   0.41553333   1.14239622
1981    2   17    0   0.00000000   0.47222222   0.64547778   1.08849005
1981    2   18    0   0.00000000   0.19444444   0.49525556   1.11544314
1981    2   19    0   0.00000000  -0.63888889   0.25608889   1.24398863
1981    2   20    0   0.00000000  -0.91666667   0.17636667   1.08849005
1981    2   21    0   0.00000000   0.47222222   0.69247778   0.96409119
1981    2   22    0   0.00000000  -0.36111111   0.35931111   0.86871872
1981    2   23    0   2.54000000  -7.66666667   0.00000000   0.94957798
1981    2   24    0  25.40000000  -8.97222222   0.00000000   0.94957798
1981    2   25    0   0.00000000  -7.30555556   0.00000000   0.88115861
1981    2   26    0   0.00000000  -6.19444444   0.00000000   0.81273924
1981    2   27    0   0.00000000  -6.75000000   0.00000000   0.76297969
1981    2   28    0   7.62000000  -6.75000000   0.00000000   0.71529346
1981    3    1    0   0.00000000  -7.75000000   0.00000000   0.66346060
1981    3    2    0   2.54000000  -6.63888889   0.00000000   0.65724066
1981    3    3    0   0.00000000  -5.25000000   0.00000000   0.61992100
1981    3    4    0   0.00000000  -3.02777778   0.00000000   0.61162774
1981    3    5    0   0.00000000  -6.08333333   0.00000000   0.54942831
1981    3    6    0   0.00000000  -4.97222222   0.00000000   0.54113505
1981    3    7    0   0.00000000  -2.75000000   0.00000000   0.53698842
1981    3    8    0   0.00000000  -1.63888889   0.00000000   0.53491511
1981    3    9    0   0.00000000  -2.19444444   0.00000000   0.57845471
1981    3   10    0   0.00000000  -3.30555556   0.00000000   0.64687409
1981    3   11    0  17.78000000  -4.47222222   0.00000000   0.67590049
1981    3   12    0   0.00000000  -9.13888889   0.00000000   0.85420552
1981    3   13    0   0.00000000  -6.63888889   0.00000000   1.06153696
1981    3   14    0   5.08000000  -5.25000000   0.00000000   1.07397685
1981    3   15    0   0.00000000  -3.30555556   0.00000000   0.91018501
1981    3   16    0   0.00000000  -3.58333333   0.00000000   0.82932575
1981    3   17    0   5.08000000  -4.41666667   0.00000000   0.81273924
1981    3   18    0  35.56000000  -6.38888889   0.00000000   0.72980666
1981    3   19    0  17.78000000  -8.30555556   0.00000000   0.78578615
1981    3   20    0   5.08000000  -8.02777778   0.00000000   1.34972766
1981    3   21    0   5.08000000  -4.97222222   0.00000000   1.25435520
1981    3   22    0   0.00000000  -2.75000000   0.00000000   1.34972766
1981    3   23    0   0.00000000  -1.91666667   0.00000000   1.41814703
1981    3   24    0  20.32000000  -5.52777778   0.00000000   1.32277457
1981    3   25    0   2.54000000  -8.86111111   0.00000000   1.16105605
1981    3   26    0   0.00000000  -6.63888889   0.00000000   2.10856072
1981    3   27    0   0.00000000  -3.86111111   0.00000000   1.59645207
1981    3   28    0   0.00000000  -4.41666667   0.00000000   1.43266023
1981    3   29    0   0.00000000  -4.97222222   0.00000000   1.22532880
1981    3   30    0   0.00000000  -3.30555556   0.00000000   1.41814703
1981    3   31    0   7.62000000  -6.27777778   0.00000000   1.15898274
1981    4    1    0   2.54000000  -6.91666667   0.00000000   1.12995634
1981    4    2    0   0.00000000  -4.41666667   0.00000000   1.02214399
1981    4    3    0   0.00000000  -0.80555556   0.23645556   0.96409119
1981    4    4    0   0.00000000   2.25000000   1.25440000   1.10300325
1981    4    5    0   0.00000000   1.13888889   0.81801111   1.18386251
1981    4    6    0   0.00000000  -1.08333333   0.06273333   1.55705910
1981    4    7    0   0.00000000  -0.52777778   0.26917778   1.80378351
1981    4    8    0   0.00000000   0.58333333   0.63506667   1.85976300
1981    4    9    0   0.00000000  -0.80555556   0.14245556   1.95720877
1981    4   10    0   0.00000000  -1.36111111   0.00000000   2.32812471
1981    4   11    0   0.00000000   1.41666667   1.06223333   2.27235256
1981    4   12    0   0.00000000   1.13888889   0.88851111   2.13551381
1981    4   13    0   0.00000000   3.63888889   1.72351111   2.04490997
1981    4   14    0   0.00000000   3.63888889   1.62951111   2.56323856
1981    4   15    0   0.00000000   3.08333333   1.44656667   2.83816005
1981    4   16    0   0.00000000   3.08333333   1.44656667   3.63887406
1981    4   17    0  15.24000000  -0.30555556   0.00000000   3.91068558
1981    4   18    0   5.08000000  -4.97222222   0.00000000   3.91897884
1981    4   19    0   2.54000000  -1.63888889   0.00000000   3.79043334
1981    4   20    0   0.00000000   1.69444444   0.95395556   3.32352295
1981    4   21    0   0.00000000   5.58333333   2.32856667   3.04777213
1981    4   22    0   0.00000000   6.97222222   2.77417778   3.50203532
1981    4   23    0   0.00000000   5.86111111   2.33778889   5.76194799
1981    4   24    0   2.54000000   2.80555556   1.21036044   7.59268458
1981    4   25    0   5.08000000  -3.22222222   0.00000000   8.45912266
1981    4   26    0   2.54000000   1.97222222   1.11219378   7.35010680
1981    4   27    0   0.00000000   5.86111111   2.57278889   5.59774149
1981    4   28    0   0.00000000  10.58333333   3.97506667   4.83040784
1981    4   29    0   0.00000000  10.86111111   4.05478889   5.54507930
1981    4   30    0   0.00000000   7.80555556   3.03684444   8.49250302
1981    5    1    0   0.00000000   4.02777778   1.68707222  10.60417372
1981    5    2    0   0.00000000   3.75000000   1.74835000  10.94751458
1981    5    3    0   0.00000000   2.36111111   1.18523889   9.59550627
1981    5    4    0   0.00000000   1.25000000   0.79585000   7.48362825
1981    5    5    0   0.00000000   0.13888889   0.47696111   6.13286393
1981    5    6    0   0.00000000   1.52777778   0.96957222   4.94962341
1981    5    7    0   0.00000000   3.75000000   1.72485000   4.63593095
1981    5    8    0   0.00000000   5.69444444   2.35340556   4.64007758
1981    5    9    0   0.00000000   5.97222222   2.43312778   5.00601756
1981    5   10    0   0.00000000   5.69444444   2.30640556   6.69182948
1981    5   11    0   0.00000000   6.25000000   2.53635000   7.99615156
1981    5   12    0   0.00000000   6.25000000   2.48935000   8.12096509
1981    5   13    0   0.00000000   4.30555556   1.74329444   8.16885865
1981    5   14    0   2.54000000  -0.41666667   0.04353267   9.12258326
1981    5   15    0   0.00000000   1.80555556   1.02579444   7.25494167
1981    5   16    0   0.00000000   2.08333333   1.15251667   5.07443694
1981    5   17    0   7.62000000   0.13888889   0.21900911   3.77840812
1981    5   18    0  10.16000000  -3.50000000   0.00000000   3.50473062
1981    5   19    0   0.00000000  -2.36111111   0.00000000   3.99154484
1981    5   20    0   0.00000000   0.97222222   0.73962778   3.81054449
1981    5   21    0   0.00000000   2.63888889   1.31196111   3.06954194
1981    5   22    0   0.00000000   4.86111111   2.04373889   2.89061491
1981    5   23    0   0.00000000   6.52777778   2.52207222   3.45828838
1981    5   24    0   0.00000000   7.63888889   2.93496111   4.21504813
1981    5   25    0   5.08000000   3.72222222   1.30990978   6.51642709
1981    5   26    0   0.00000000   5.41666667   2.20318333   6.71214797
1981    5   27    0   2.54000000   6.80555556   2.65681044   7.10939500
1981    5   28    0   0.00000000   8.19444444   3.18840556   7.57589074
1981    5   29    0   0.00000000   8.75000000   3.30085000   7.97604041
1981    5   30    0   0.00000000   7.91666667   3.08518333   8.63514705
1981    5   31    0   0.00000000   8.47222222   3.24462778   9.42321385
1981    6    1    0   0.00000000   8.13888889   3.04086111   8.26215779
1981    6    2    0   0.00000000   8.41666667   3.23808333   8.20949561
1981    6    3    0   0.00000000   9.80555556   3.75419444   6.86101194
1981    6    4    0   0.00000000  12.02777778   4.46247222   6.67379165
1981    6    5    0   0.00000000  10.63888889   3.92286111   7.52260656
1981    6    6    0   0.00000000   9.80555556   3.66019444   8.34840767
1981    6    7    0   0.00000000  10.08333333   3.76341667   8.93308233
1981    6    8    0   0.00000000   9.25000000   3.45375000   7.19916951
1981    6    9    0   0.00000000   8.41666667   3.19108333   6.68063359
1981    6   10    0   0.00000000   7.30555556   2.77819444   5.69352861
1981    6   11    0   0.00000000   4.30555556   1.72919444   4.38070595
1981    6   12    0   0.00000000   2.58333333   1.28191667   3.23312644
1981    6   13    0   0.00000000   5.36111111   2.26713889   2.57712977
1981    6   14    0   0.00000000   7.30555556   2.96619444   2.09404752
1981    6   15    0   0.00000000  10.63888889   3.99336111   1.65865150
1981    6   16    0   0.00000000  10.63888889   3.99336111   1.65865150
1981    6   17    0   0.00000000  11.19444444   4.15280556   1.63667437
1981    6   18    0   0.00000000  12.86111111   4.72513889   1.82451665
1981    6   19    0   0.00000000  13.13888889   4.80486111   1.96964866
1981    6   20    0   0.00000000  13.69444444   5.01130556   2.07331438
1981    6   21    0   0.00000000  13.97222222   5.06752778   2.13551381
1981    6   22    0   0.00000000  13.41666667   4.88458333   1.79486826
1981    6   23    0   0.00000000  13.13888889   4.78136111   1.66362746
1981    6   24    0   0.00000000  13.41666667   4.86108333   1.61594123
1981    6   25    0   0.00000000  13.97222222   5.04402778   1.42851361
1981    6   26    0   0.00000000  13.41666667   4.88458333   1.28130829
1981    6   27    0   0.00000000  13.69444444   4.96430556   1.03251056
1981    6   28    0   0.00000000  13.41666667   4.81408333   0.80672662
1981    6   29    0   0.00000000  13.41666667   4.79058333   0.74618584
1981    6   30    0   0.00000000  12.58333333   4.55141667   1.22263349
1981    7    1    0   0.00000000  12.22222222   4.44542778   1.45961332
1981    7    2    0   0.00000000  12.50000000   4.54865000   1.29582149
1981    7    3    0   0.00000000  14.44444444   5.22420556   1.00555747
1981    7    4    0   0.00000000  12.22222222   4.39842778   0.75074714
1981    7    5    0   0.00000000  14.72222222   5.35092778   0.68440108
1981    7    6    0   0.00000000  10.55555556   3.89659444   0.74431986
1981    7    7    0   0.00000000  10.55555556   3.92009444   0.82932575
1981    7    8    0   0.00000000  11.11111111   4.10303889   0.83969232
1981    7    9    0   0.00000000  10.27777778   3.81687222   0.79822604
1981    7   10    0   0.00000000   9.72222222   3.61042778   0.61992100
1981    7   11    0   0.00000000   9.16666667   3.45098333   0.57182011
1981    7   12    0   0.00000000  11.94444444   4.57720556   0.49759545
1981    7   13    0   0.00000000  12.22222222   4.51592778   0.44161596
1981    7   14    0   0.00000000  13.05555556   4.75509444   0.36283002
1981    7   15    0   0.00000000  12.50000000   4.57215000   0.37112327
1981    7   16    0   0.00000000  11.38888889   4.18276111   0.40014967
1981    7   17    0   0.00000000  11.38888889   4.22976111   0.37112327
1981    7   18    0   0.00000000  11.94444444   4.43620556   0.37112327
1981    7   19    0   0.00000000  12.22222222   4.53942778   0.38563647
1981    7   20    0   0.00000000  13.33333333   4.92881667   0.37112327
1981    7   21    0   0.00000000  13.05555556   4.80209444   0.35868339
1981    7   22    0   0.00000000  12.50000000   4.59565000   0.30063058
1981    7   23    0   0.00000000  12.22222222   4.49242778   0.28611738
1981    7   24    0   0.00000000  11.94444444   4.41270556   0.32965699
1981    7   25    0   0.00000000  11.94444444   4.43620556   0.32965699
1981    7   26    0   0.00000000  13.33333333   4.88181667   0.35868339
1981    7   27    0   0.00000000  13.05555556   4.75509444   0.34417019
1981    7   28    0   0.00000000  11.66666667   4.30948333   0.29026401
1981    7   29    0   0.00000000  10.83333333   3.99981667   0.30270390
1981    7   30    0   0.00000000  10.27777778   3.84037222   0.27575081
1981    7   31    0   0.00000000  10.27777778   3.84037222   0.21769801
1981    8    1    0   0.00000000   8.75000000   3.35960000   0.24879773
1981    8    2    0   0.00000000   9.02777778   3.43932222   0.21977132
1981    8    3    0   0.00000000   9.86111111   3.74898889   0.26123761
1981    8    4    0   0.00000000  11.52777778   4.34482222   0.21977132
1981    8    5    0   0.00000000  14.02777778   5.15632222   0.26123761
1981    8    6    0   0.00000000  14.86111111   5.46598889   0.26123761
1981    8    7    0   0.00000000  15.41666667   5.67243333   0.30270390
1981    8    8    0   0.00000000  14.86111111   5.44248889   0.26123761
1981    8    9    0   0.00000000  10.33333333   3.60251667   0.23428452
1981    8   10    0   0.00000000  12.91666667   4.69643333   0.21977132
1981    8   11    0   0.00000000  12.36111111   4.48998889   0.21977132
1981    8   12    0   0.00000000  12.63888889   4.56971111   0.19281824
1981    8   13    0   0.00000000  12.91666667   4.67293333   0.19281824
1981    8   14    0   0.00000000  12.08333333   4.41026667   0.20733144
1981    8   15    0   0.00000000  13.19444444   4.82315556   0.19281824
1981    8   16    0   0.00000000  13.47222222   4.87937778   0.20733144
1981    8   17    0   0.00000000  13.47222222   4.83237778   0.20733144
1981    8   18    0   0.00000000  10.69444444   3.84715556   0.20733144
1981    8   19    0   0.00000000   9.02777778   3.41582222   0.21977132
1981    8   20    0   0.00000000   9.58333333   3.64576667   0.19281824
1981    8   21    0   0.00000000  10.13888889   3.85221111   0.24879773
1981    8   22    0   0.00000000  10.41666667   3.90843333   0.21977132
1981    8   23    0   0.00000000  10.13888889   3.80521111   0.14098538
1981    8   24    0   0.00000000  10.97222222   4.13837778   0.14098538
1981    8   25    0   0.00000000  12.91666667   4.71993333   0.14098538
1981    8   26    0   0.00000000  13.19444444   4.84665556   0.15342526
1981    8   27    0   0.00000000  13.75000000   5.00610000   0.12647218
1981    8   28    0   0.00000000  12.91666667   4.71993333   0.13269212
1981    8   29    0   0.00000000  11.80555556   4.33054444   0.15342526
1981    8   30    0   0.00000000  11.52777778   4.27432222   0.15342526
1981    8   31    0   0.00000000  11.52777778   4.25082222   0.15342526
1981    9    1    0   0.00000000  10.30555556   3.83659444   0.15342526
1981    9    2    0   0.00000000  10.02777778   3.75687222   0.14720532
1981    9    3    0   0.00000000  10.30555556   3.86009444   0.15342526
1981    9    4    0   0.00000000   9.75000000   3.67715000   0.14098538
1981    9    5    0   0.00000000  10.02777778   3.75687222   0.12647218
1981    9    6    0   0.00000000  10.30555556   3.86009444   0.12647218
1981    9    7    0   0.00000000  10.30555556   3.86009444   0.13269212
1981    9    8    0   0.00000000  11.13888889   4.07576111   0.13559476
1981    9    9    0   0.00000000  11.13888889   4.12276111   0.17830504
1981    9   10    0   0.00000000  10.86111111   4.01953889   0.17830504
1981    9   11    0   0.00000000  10.02777778   3.68637222   0.19281824
1981    9   12    0   0.00000000  10.02777778   3.68637222   0.20733144
1981    9   13    0   0.00000000  10.02777778   3.75687222   0.17830504
1981    9   14    0   0.00000000  10.30555556   3.86009444   0.19281824
1981    9   15    0   0.00000000  10.58333333   3.91631667   0.17830504
1981    9   16    0   0.00000000  10.86111111   3.97253889   0.16586515
1981    9   17    0   0.00000000  12.25000000   4.46515000   0.15135195
1981    9   18    0   0.00000000   9.75000000   3.65365000   0.12647218
1981    9   19    0   0.00000000   9.19444444   3.44720556   0.14098538
1981    9   20    0   0.00000000   8.36111111   3.18453889   0.13269212
1981    9   21    0   0.00000000   7.25000000   2.84215000   0.12647218
1981    9   22    0   0.00000000   4.75000000   1.96015000   0.13269212
1981    9   23    0   2.54000000   4.19444444   1.71472156   0.14720532
1981    9   24    0   0.00000000   3.63888889   1.57076111   0.14720532
1981    9   25    0   0.00000000   5.30555556   2.23709444   0.12025223
1981    9   26    0   0.00000000   4.47222222   1.92742778   0.15135195
1981    9   27    0   0.00000000   3.91666667   1.62698333   0.16586515
1981    9   28    0   0.00000000   5.30555556   2.07259444   0.15135195
1981    9   29    0   0.00000000   6.41666667   2.62648333   0.17830504
1981    9   30    0   0.00000000   6.41666667   2.36798333   0.16586515
1981   10    1    0   2.54000000   5.36111111   1.99315489   0.06219943
1981   10    2    0   2.54000000   1.63888889   0.71337711   0.07795662
1981   10    3    0   2.54000000   1.19444444   0.70332156   0.09951909
1981   10    4    0   0.00000000   2.86111111   1.40863889   0.10366572
1981   10    5    0   0.00000000   3.41666667   1.61508333   0.10573903
1981   10    6    0   0.00000000  -2.61111111   0.00000000   0.10573903
1981   10    7    0   7.62000000  -0.47222222   0.05302022   0.18659829
1981   10    8    0   0.00000000   0.91666667   0.75658333   0.14098538
1981   10    9    0  15.24000000  -2.94444444   0.00000000   0.13207013
1981   10   10    0  10.16000000  -0.75000000   0.00000000   0.18867161
1981   10   11    0   5.08000000  -4.47222222   0.00000000   0.31099716
1981   10   12    0   2.54000000  -6.58333333   0.00000000   0.41466288
1981   10   13    0   0.00000000  -3.52777778   0.00000000   0.41466288
1981   10   14    0   0.00000000  -2.69444444   0.00000000   0.41466288
1981   10   15    0   0.00000000  -1.58333333   0.00000000   0.35246344
1981   10   16    0   0.00000000   0.36111111   0.66763889   0.30063058
1981   10   17    0   0.00000000   2.86111111   1.50263889   0.30685053
1981   10   18    0   0.00000000   4.25000000   1.90125000   0.31307047
1981   10   19    0   0.00000000   4.25000000   1.87775000   0.32364437
1981   10   20    0   0.00000000   4.25000000   1.87775000   0.27865345
1981   10   21    0   0.00000000   4.25000000   1.92475000   0.41466288
1981   10   22    0   0.00000000   4.80555556   2.06069444   0.39392973
1981   10   23    0   0.00000000   3.13888889   1.44136111   0.33173030
1981   10   24    0   0.00000000   3.97222222   1.77452778   0.41466288
1981   10   25    0   0.00000000   2.02777778   1.07547222   0.39392973
1981   10   26    0  12.70000000  -0.19444444   0.00000000   0.32675435
1981   10   27    0  30.48000000  -3.38888889   0.00000000   0.32675435
1981   10   28    0   5.08000000  -5.19444444   0.00000000   0.49386348
1981   10   29    0   0.00000000  -3.80555556   0.00000000   0.96616450
1981   10   30    0   0.00000000  -1.30555556   0.07180556   0.98067770
1981   10   31    0   0.00000000   1.47222222   1.01002778   0.91225833
1981   11    1    0   0.00000000   4.36111111   1.86733889   0.94543136
1981   11    2    0   0.00000000   2.41666667   1.19178333   0.97238444
1981   11    3    0   0.00000000   2.41666667   1.23878333   1.06361028
1981   11    4    0   2.54000000   1.30555556   0.71641044   0.96429852
1981   11    5    0   2.54000000   2.41666667   1.05879933   0.96429852
1981   11    6    0   2.54000000   0.47222222   0.47724378   0.80548264
1981   11    7    0   0.00000000   1.02777778   0.76967222   0.78578615
1981   11    8    0   0.00000000   2.13888889   1.13556111   0.73809992
1981   11    9    0   0.00000000   2.97222222   1.37472778   0.64853274
1981   11   10    0   0.00000000   2.41666667   1.16828333   0.60540780
1981   11   11    0  30.48000000  -0.63888889   0.00000000   0.56497817
1981   11   12    0  38.10000000  -0.63888889   0.00000000   0.56705148
1981   11   13    0   7.62000000  -1.75000000   0.00000000   1.93626830
1981   11   14    0   0.00000000  -0.63888889   0.03283889   8.37619009
1981   11   15    0  17.78000000   0.19444444   0.00000000   4.70642364
1981   11   16    0   0.00000000  -3.58333333   0.00000000   3.23561442
1981   11   17    0   5.08000000  -4.80555556   0.00000000   2.69530869
